0		aier	aierlandianziyouxi	爱尔兰电子游戏	aierlan	爱尔兰	-1	0	12	0	3	0
0		aima	aimafurenreyingzhong	爱麻夫人热映中	aimashi	爱马仕	-1	0	3	0	2	0
0		anli	anlihui	安理会	anlishuo	按理说	-1	1	10	1	3	91
0		anzhuang	anzhuanghao	安装好	anzhuangchengxu	安装程序	-1	1	7	1	1	125
0		anzhuang	anzhuanghaode	安装好的	anzhuangchengxu	安装程序	-1	0	7	0	1	0
0		anzhuang	anzhuanghaode	安装好的	anzhuanghao	安装好	-1	0	4	0	1	0
0		bafa	bafaliyajunshixueyuan	巴伐利亚军事学院	bafaliya	巴伐利亚	-1	0	3	0	2	0
0		bafali	bafaliyajunshixueyuan	巴伐利亚军事学院	bafaliya	巴伐利亚	-1	0	3	0	2	0
0		bage	bagexiaoshi	八个小时	bageda	巴格达	-1	0	5	0	2	0
0		baishi	baishiwucheng	百事无成	baishikele	百事可乐	-1	0	5	0	1	0
0		baiyin	baiyinkaeryucangkongnvwang	白银卡尔与苍空女王	baiyinshi	白银市	-1	0	3	0	2	0
0		balei	baleisitan	巴勒斯坦	baleiwu	芭蕾舞	-1	0	3	0	2	0
0		banren	banrenmazuoaerfaxing	半人马座阿尔法星	banrenmazuo	半人马座	-1	0	3	0	1	0
0		banrenma	banrenmazuoaerfaxing	半人马座阿尔法星	banrenmazuo	半人马座	-1	0	3	0	1	0
0		baofu	baofuxingyouxi	报复性游戏	baofuxing	报复性	-1	0	3	0	2	0
0		baoluo	baoluowanyou	包罗万有	baoluowanxiang	包罗万象	-1	0	3	0	2	0
0		baoluowan	baoluowanyou	包罗万有	baoluowanxiang	包罗万象	-1	0	3	0	2	0
0		baopi	baopiweidiaohuanqieshu	包皮微雕环切术	baopiguozhang	包皮过长	-1	0	4	0	2	0
0		baotou	baotoutongku	抱头痛哭	baotoushi	包头市	-1	0	6	0	1	0
0		baoxiao	baoxiaobai	包小柏	baoxiaozuguo	报效祖国	-1	0	3	0	1	0
0		baxiang	baxiangchengdao	八相成道	baxiangyao	靶向药	-1	0	3	0	3	0
0		bayue	bayuedeshizi	八月的柿子	bayuefen	八月份	-1	0	3	0	2	0
0		beida	beidaziyuanzhongxue	北达资源中学	beidaxiyang	北大西洋	-1	0	3	0	1	0
0		beihai	beihaidaogonglve	北海道攻略	beihairen	被害人	-1	0	9	0	1	0
0		beijia	beijiashu	被加数	beijiaerhu	贝加尔湖	-1	0	5	0	1	0
0		beima	beimaliyanaqundao	北马里亚纳群岛	beimaqidun	北马其顿	-1	0	4	0	2	0
0		beimaqi	beimaqidungongheguo	北马其顿共和国	beimaqidun	北马其顿	-1	0	4	0	2	0
0		beimei	beimeixueyuangeteshi	北美学院哥特式	beimeizhou	北美洲	-1	0	3	0	1	0
0		beishang	beishangguang	北上广	beishangguangshen	北上广深	-1	0	3	0	1	0
0		benben	benbenzhuyi	本本主义	benbenfenfen	本本分分	-1	0	3	0	1	0
0		bengbeng	bengbengtiaotiaodeyouxi	蹦蹦跳跳的游戏	bengbengtiaotiao	蹦蹦跳跳	-1	0	4	0	2	0
0		bengbengtiao	bengbengtiaotiaodeyouxi	蹦蹦跳跳的游戏	bengbengtiaotiao	蹦蹦跳跳	-1	0	4	0	2	0
0		benzhi	benzhixing	本质性	benzhishang	本质上	-1	0	3	0	1	0
0		bianhu	bianhushi	辩护士	bianhuren	辩护人	-1	0	3	0	1	0
0		bianli	bianligouzaoqi	便利构造器	bianlidian	便利店	-1	0	4	0	2	0
0		bianyi	bianyiqi	编译期	bianyiqi	编译器	-1	0	8	0	2	0
0		bianzou	bianzoubianshuo	边走边说	bianzoubian	边走边	-1	1	7	1	2	125
0		biaoti	biaotixinwen	标题新闻	biaotilan	标题栏	-1	0	5	0	1	0
0		biaozhunpu	biaozhunpuergongsi	标准普尔公司	biaozhunpuer	标准普尔	-1	0	3	0	1	0
0		bieke	biekelaimishefusikayata	别克莱米舍夫斯卡亚塔	biekeqi	别客气	-1	0	3	0	2	0
0		bisa	bisalabiyashichang	比萨拉比亚市场	bisaxieta	比萨斜塔	-1	0	3	0	1	0
0		bonan	bonanbugezhou	伯南布哥州	bonanke	伯南克	-1	0	3	0	1	0
0		bubai	bubaizhide	不败之地	bubaizhidi	不败之地	-1	0	4	0	2	0
0		bubaizhi	bubaizhide	不败之地	bubaizhidi	不败之地	-1	0	4	0	2	0
0		budou	budoushizheyang	不都是这样	budoushi	不都是	-1	0	5	0	2	0
0		bufu	bufucunzai	不复存在	bufuhe	不符合	-1	0	4	0	2	0
0		bujue	bujueyuer	不绝于耳	bujuede	不觉得	-1	1	11	1	3	83
0		bukan	bukanshexiang	不堪设想	bukanrumu	不堪入目	-1	0	3	0	3	0
0		bukezhi	bukezhilun	不可知论	bukezhixin	不可置信	-1	0	3	0	1	0
0		buman	bumanbuzhi	不蔓不枝	bumanyi	不满意	-1	0	5	0	2	0
0		bushe	bushezhouye	不舍昼夜	bushede	不舍得	-1	0	4	0	1	0
0		butai	butaixing	不太行	butaihao	不太好	-1	0	8	0	2	0
0		butong	butongbu	不同步	butongyi	不同意	-1	0	6	0	3	0
0		butu	butubu	不吐不	butubukuai	不吐不快	-1	0	3	0	2	0
0		buxiang	buxiangren	不像人	buxiangni	不像你	-1	0	8	0	2	0
0		buxiang	buxiangren	不像人	buxiangwo	不像我	-1	0	5	0	1	0
0		buxiao	buxiaohua	不消化	buxiaoxin	不小心	-1	0	27	0	4	0
0		buxiu	buxiugangban	不锈钢板	buxiugang	不锈钢	-1	0	18	0	3	0
0		buyi	buyilehu	不亦乐乎	buyiding	不一定	-1	6	56	3	4	97
0		changan	changandaxue	长安大学	changanqu	长安区	-1	0	8	0	2	0
0		changbai	changbaichaoxianzuzizhixian	长白朝鲜族自治县	changbaishan	长白山	-1	0	3	0	2	0
0		changtai	changtaifenbu	常态分布	changtaihua	常态化	-1	0	5	0	3	0
0		chanmian	chanmianbuyi	缠绵不已	chanmianfeice	缠绵悱恻	-1	0	3	0	2	0
0		chaosi	chaosimuxiang	朝思暮想	chaosile	吵死了	-1	0	3	0	1	0
0		chaoxixiang	chaoxixiangchu	朝夕相处	chaoxixiangdui	朝夕相对	-1	0	3	0	1	0
0		chengben	chengbenyouxiaoxingfenxi	成本有效性分析	chengbenkongzhi	成本控制	-1	0	3	0	1	0
0		chenguan	chenguanyu	陈冠宇	chenguanxi	陈冠希	-1	0	3	0	1	0
0		chenyi	chenyixun	陈奕迅	chenyichuan	陈亦川	-1	0	19	0	1	0
0		chishui	chishuihe	赤水河	chishuishi	赤水市	-1	0	3	0	1	0
